id,name,grade,subject,marks
21087,Vikram Thakur,11,Science,83
21088,Nikhil Saxena,9,Geography,87
21089,Meera Trivedi,11,Geography,67
21090,Aditi Sharma,9,Geography,81
21091,Arjun Kaur,11,Geography,89
21092,Anjali Pillai,10,History,72
21093,Pooja Reddy,9,Geography,43
21094,Siddharth Verma,10,Computer Science,46
21095,Sanya Kaur,12,English,76
21096,Rahul Sharma,10,Computer Science,48
21097,Aditi Nambiar,10,Geography,100
21098,Devansh Nambiar,11,History,59
21099,Dhruv Nambiar,12,Science,86
21100,Amit Chauhan,9,Math,87
21101,Ishita Nair,10,Math,68
21102,Ananya Mehta,9,Computer Science,57
21103,Kabir Singh,11,Math,70
21104,Tanya Joshi,11,Math,93
21105,Ananya Bose,9,Math,50
21106,Devansh Gupta,12,History,92
21107,Shreya Bose,11,History,47
21108,Vikram Desai,10,Computer Science,79
21109,Siddharth Shah,9,Geography,62
21110,Nikhil Kumar,10,Science,77
21111,Gaurav Kapoor,11,History,95
21112,Sara Nambiar,12,Computer Science,98
21113,Sanya Mehta,10,History,88
21114,Manav Mehta,11,Computer Science,55
21115,Aditya Choudhary,9,Math,42
21116,Shreya Malhotra,9,Math,69
21117,Arjun Chauhan,9,Computer Science,65
21118,Aarohi Malhotra,10,Math,87
21119,Sanya Thakur,12,Math,35
21120,Ishita Bose,9,Math,46
21121,Simran Joshi,11,Math,99
21122,Vivek Thakur,10,English,92
21123,Dhruv Singh,9,Math,48
21124,Arjun Choudhary,9,History,41
21125,Aditi Singh,9,Computer Science,77
21126,Gaurav Kapoor,10,History,40
21127,Sanya Mehta,10,English,76
21128,Manav Patel,9,Geography,81
21129,Sneha Singh,10,Science,52
21130,Aarohi Malhotra,11,Math,38
21131,Vikram Kapoor,9,Computer Science,80
21132,Aarohi Menon,11,Geography,39
21133,Yash Gupta,12,Geography,70
21134,Amit Mehta,11,Computer Science,61
21135,Divya Iyer,10,Math,40
21136,Yash Kaur,11,Computer Science,50
21137,Pooja Chauhan,10,Computer Science,74
21138,Nisha Thakur,12,English,90
21139,Sara Choudhary,11,Computer Science,84
21140,Sameer Kapoor,11,English,64
21141,Rahul Kulkarni,12,Geography,47
21142,Sneha Pillai,11,English,90
21143,Priya Sharma,11,Math,56
21144,Rahul Patel,11,Math,69
21145,Sara Desai,11,English,94
21146,Yuvraj Kumar,10,English,74
21147,Sneha Singh,10,Math,71
21148,Yuvraj Shah,12,History,44
21149,Rajesh Thakur,11,Science,63
21150,Sameer Kaur,11,Computer Science,91
21151,Rajesh Kaur,11,History,87
21152,Divya Rao,11,English,98
21153,Sanya Kapoor,11,English,78
21154,Aryan Iyer,10,Geography,88
21155,Neha Chauhan,10,Science,89
21156,Devansh Kumar,12,Computer Science,69
21157,Rohan Sharma,10,History,72
21158,Meera Gupta,9,History,44
21159,Simran Patel,12,Computer Science,64
21160,Ishita Kulkarni,10,History,49
21161,Kavya Chauhan,9,English,58
21162,Rahul Krishnan,9,Science,96
21163,Siddharth Krishnan,11,Computer Science,35
21164,Kavya Malhotra,10,History,77
21165,Sanya Kulkarni,11,Science,51
21166,Riya Kulkarni,10,Science,89
21167,Dhruv Joshi,11,Science,41
21168,Vivek Kulkarni,12,Computer Science,38
21169,Neha Patel,9,History,62
21170,Sneha Bose,9,History,38
21171,Arjun Agarwal,10,English,36
21172,Kavya Malhotra,9,Science,88
21173,Aditi Bhat,10,History,49
21174,Divya Trivedi,12,Computer Science,80
21175,Vivek Joshi,12,English,80
21176,Ishita Chauhan,9,Math,61
21177,Priya Nambiar,10,Geography,86
21178,Nisha Patel,11,Science,64
21179,Arjun Singh,10,English,88
21180,Devansh Reddy,11,Math,64
21181,Anjali Gupta,9,English,69
21182,Rajesh Reddy,9,Math,41
21183,Arjun Reddy,10,Science,42
21184,Aditi Shah,11,Computer Science,56
21185,Priya Nambiar,10,Geography,84
21186,Meera Kapoor,10,Science,49
21187,Devansh Patel,12,Computer Science,85
21188,Sneha Joshi,10,Math,84
21189,Ananya Mehta,11,Math,54
21190,Yash Menon,10,Computer Science,72
21191,Ananya Mehta,12,Math,50
21192,Pooja Kulkarni,10,Science,50
21193,Devansh Bhat,11,Math,81
21194,Devansh Pillai,12,History,80
21195,Divya Trivedi,10,English,66
21196,Rohan Thakur,11,Science,75
21197,Yash Agarwal,12,English,76
21198,Neha Reddy,10,English,57
21199,Pallavi Bose,12,Computer Science,48
21200,Vivek Kumar,12,English,56
21201,Vivek Bhat,10,Geography,50
21202,Simran Shah,10,History,51
21203,Yash Gupta,11,Science,54
21204,Riya Thakur,10,Math,90
21205,Simran Kulkarni,9,Geography,64
21206,Rajesh Chauhan,11,Computer Science,89
21207,Arjun Krishnan,9,Geography,87
21208,Ishita Saxena,10,History,76
21209,Pallavi Iyer,11,Math,88
21210,Yuvraj Nambiar,11,Science,76
21211,Meera Kaur,11,English,83
21212,Rohan Menon,12,English,82
21213,Gaurav Singh,10,Geography,67
21214,Vikram Menon,12,Science,49
21215,Pallavi Chauhan,11,Computer Science,50
21216,Kabir Patel,10,Geography,100
21217,Riya Bose,12,Geography,92
21218,Divya Thakur,10,Geography,72
21219,Dhruv Desai,12,English,56
21220,Amit Choudhary,12,History,43
21221,Vikram Kumar,10,Math,96
21222,Sanya Bose,9,English,99
21223,Aarohi Patel,9,English,99
21224,Neha Shah,12,Science,71
21225,Meera Mehta,9,History,94
21226,Nikhil Joshi,11,Computer Science,70
21227,Meera Patel,12,Math,56
21228,Karan Kumar,9,Geography,91
21229,Aryan Kulkarni,11,Computer Science,85
21230,Pooja Saxena,9,Computer Science,42
21231,Divya Bose,10,Geography,36
21232,Divya Krishnan,10,English,88
21233,Kabir Rao,10,Science,72
21234,Rahul Kaur,10,Math,95
21235,Aditi Agarwal,10,Math,99
21236,Kabir Sharma,11,Computer Science,58
21237,Nisha Kaur,11,Geography,62
21238,Neha Kumar,12,Science,99
21239,Gaurav Gupta,12,Math,97
21240,Kavya Agarwal,12,English,72
21241,Amit Pillai,11,History,42
21242,Arjun Krishnan,9,Computer Science,39
21243,Rajesh Joshi,10,Geography,41
21244,Arjun Malhotra,10,English,98
21245,Divya Mehta,11,History,37
21246,Karan Kulkarni,11,Science,37
21247,Aditi Nambiar,11,Computer Science,100
21248,Riya Shah,10,Computer Science,69
21249,Aditya Nambiar,9,Computer Science,81
21250,Tanya Rao,9,History,94
21251,Riya Nambiar,11,Math,59
21252,Pooja Joshi,11,Geography,51
21253,Pooja Kumar,10,Computer Science,41
21254,Pooja Trivedi,9,Science,76
21255,Manav Mehta,10,Computer Science,88
21256,Yash Rao,9,Geography,60
21257,Rajesh Krishnan,12,English,76
21258,Sameer Trivedi,12,Geography,42
21259,Nikhil Krishnan,12,History,70
21260,Kavya Rao,12,History,59
21261,Vivek Kapoor,11,Math,54
21262,Neha Thakur,12,Computer Science,59
21263,Sanya Nair,9,Geography,72
21264,Sara Iyer,12,History,67
21265,Kabir Gupta,11,Geography,50
21266,Arjun Malhotra,12,Math,96
21267,Siddharth Sharma,11,Computer Science,98
21268,Riya Nair,10,Math,43
21269,Riya Desai,9,English,35
21270,Shreya Pillai,9,History,48
21271,Meera Kulkarni,9,Science,62
21272,Riya Nambiar,10,English,40
21273,Sameer Agarwal,12,Math,64
21274,Rahul Singh,12,Science,50
21275,Rajesh Nambiar,10,Science,67
21276,Meera Thakur,9,History,100
21277,Ananya Malhotra,10,Math,62
21278,Ishita Trivedi,11,Math,47
21279,Karan Sharma,9,Computer Science,57
21280,Ananya Kaur,11,Geography,47
21281,Aarohi Singh,10,Computer Science,68
21282,Kabir Desai,11,Science,49
21283,Rahul Patel,11,Geography,48
21284,Sneha Nambiar,10,Math,40
21285,Nisha Shah,11,Science,92
21286,Rahul Desai,11,English,43
21287,Anjali Sharma,11,English,42
21288,Aditya Desai,9,History,80
21289,Divya Saxena,11,Computer Science,39
21290,Kabir Bose,11,Computer Science,75
21291,Rajesh Reddy,11,English,75
21292,Rohan Reddy,11,History,81
21293,Rahul Kapoor,10,Computer Science,61
21294,Arjun Trivedi,10,English,48
21295,Sameer Mehta,12,Science,100
21296,Aditya Joshi,10,English,97
21297,Kabir Singh,9,English,35
21298,Vivek Mehta,9,Science,86
21299,Ananya Singh,10,Science,53
21300,Sameer Thakur,12,Math,66
21301,Rahul Rao,10,Math,92
21302,Sameer Rao,12,English,92
21303,Aryan Kaur,11,Computer Science,39
21304,Rahul Choudhary,9,Computer Science,95
21305,Tanya Verma,9,Computer Science,46
21306,Dhruv Shah,12,Science,65
21307,Rahul Agarwal,11,History,86
21308,Yuvraj Nair,9,Geography,94
21309,Sara Chauhan,10,English,100
21310,Yash Desai,11,Computer Science,46
21311,Neha Malhotra,11,Math,66
21312,Yuvraj Rao,10,Geography,45
21313,Pallavi Desai,9,English,50
21314,Rohan Pillai,9,Geography,44
21315,Karan Kumar,11,English,87
21316,Pooja Trivedi,10,English,51
21317,Yuvraj Patel,10,Science,70
21318,Aryan Shah,11,Math,84
21319,Nisha Kulkarni,11,Computer Science,53
21320,Shreya Patel,12,Geography,45
21321,Aditi Desai,11,Science,71
21322,Priya Patel,11,English,93
21323,Sameer Agarwal,11,Geography,44
21324,Anjali Gupta,9,Math,55
21325,Rahul Chauhan,10,Geography,56
21326,Priya Iyer,12,Science,69
21327,Amit Rao,9,History,81
21328,Tanya Mehta,10,Computer Science,100
21329,Yash Kulkarni,10,Computer Science,88
21330,Aryan Mehta,12,Computer Science,87
21331,Arjun Menon,12,Science,36
21332,Vikram Verma,9,Math,47
21333,Meera Thakur,11,Computer Science,99
21334,Shreya Nambiar,9,Computer Science,77
21335,Aarohi Kapoor,11,Geography,87
21336,Tanya Thakur,9,History,84
21337,Vikram Bhat,11,Computer Science,41
21338,Yash Nair,9,Math,88
21339,Aryan Desai,11,Computer Science,42
21340,Vikram Malhotra,12,Science,62
21341,Priya Singh,10,Science,95
21342,Kavya Reddy,9,History,72
21343,Tanya Sharma,10,English,97
21344,Aditya Sharma,11,Geography,78
21345,Kavya Mehta,10,English,43
21346,Amit Kaur,11,Geography,48
21347,Aarohi Verma,12,Computer Science,38
21348,Riya Malhotra,11,Computer Science,37
21349,Karan Mehta,11,Geography,45
21350,Kavya Singh,12,Math,69
21351,Dhruv Kumar,10,History,52
21352,Vikram Kaur,12,Science,43
21353,Kabir Pillai,12,History,46
21354,Divya Pillai,11,Science,79
21355,Pooja Sharma,9,Science,83
21356,Tanya Trivedi,10,Computer Science,37
21357,Priya Thakur,12,Geography,71
21358,Manav Saxena,10,Geography,90
21359,Simran Sharma,10,English,65
21360,Riya Sharma,12,Math,45
21361,Aditya Nambiar,10,History,47
21362,Karan Trivedi,10,Computer Science,83
21363,Sameer Kaur,12,English,53
21364,Sara Nambiar,9,History,85
21365,Shreya Shah,11,History,65
21366,Yuvraj Verma,10,Math,67
21367,Yash Choudhary,12,Geography,90
21368,Sameer Kapoor,12,Computer Science,47
21369,Pooja Pillai,12,Math,87
21370,Amit Trivedi,9,Math,46
21371,Devansh Krishnan,9,Math,53
21372,Aditya Desai,9,Geography,45
21373,Meera Rao,10,Computer Science,81
21374,Aryan Desai,11,Science,86
21375,Kabir Kumar,11,History,36
21376,Devansh Bhat,9,Computer Science,87
21377,Devansh Krishnan,10,History,77
21378,Shreya Choudhary,11,History,94
21379,Sameer Menon,12,Math,70
21380,Yuvraj Chauhan,11,History,69
21381,Shreya Verma,11,Science,55
21382,Pooja Bose,9,Geography,63
21383,Aryan Sharma,12,History,40
21384,Shreya Kulkarni,10,History,59
21385,Manav Patel,12,Geography,95
21386,Simran Kulkarni,12,Science,78
21387,Aarohi Menon,10,Computer Science,96
21388,Aditya Malhotra,12,Science,99
21389,Yash Sharma,9,English,75
21390,Aryan Kapoor,10,Geography,82
21391,Vivek Desai,10,Computer Science,44
21392,Aryan Verma,9,Science,85
21393,Meera Kapoor,10,Computer Science,97
21394,Dhruv Iyer,11,Math,84
21395,Sneha Singh,9,History,69
21396,Pallavi Shah,9,Science,100
21397,Vivek Sharma,9,History,60
21398,Kavya Bhat,10,Computer Science,41
21399,Riya Shah,11,History,73
21400,Arjun Malhotra,9,Science,64
21401,Aarohi Patel,10,Geography,60
21402,Sameer Desai,10,Computer Science,76
21403,Amit Gupta,12,English,72
21404,Manav Thakur,10,English,93
21405,Yash Nair,10,History,92
21406,Devansh Rao,11,Science,62
21407,Yash Gupta,10,Math,63
21408,Sameer Sharma,11,Math,70
21409,Sanya Kumar,12,Geography,94
21410,Vikram Singh,11,Math,66
21411,Vivek Patel,11,Science,60
21412,Yuvraj Reddy,11,Geography,44
21413,Sameer Agarwal,10,Science,35
21414,Pallavi Reddy,12,History,58
21415,Priya Malhotra,10,English,90
21416,Rajesh Kumar,11,History,67
21417,Aryan Verma,12,English,80
21418,Aditi Bhat,9,Geography,89
21419,Sneha Shah,11,Computer Science,94
21420,Rohan Malhotra,11,Science,99
21421,Tanya Reddy,9,English,85
21422,Pooja Verma,10,Geography,50
21423,Rahul Patel,9,Math,89
21424,Manav Malhotra,12,Computer Science,91
21425,Siddharth Chauhan,10,Science,84
21426,Kabir Patel,10,Science,48
21427,Ananya Nambiar,10,Math,80
21428,Devansh Singh,9,Computer Science,37
21429,Kabir Kumar,9,History,87
21430,Divya Kulkarni,10,English,64
21431,Sneha Menon,11,History,78
21432,Dhruv Verma,9,History,72
21433,Sara Verma,12,Science,69
21434,Nisha Agarwal,9,English,60
21435,Kabir Malhotra,9,Science,67
21436,Sneha Iyer,11,History,58
21437,Divya Kaur,11,English,48
21438,Rohan Trivedi,9,Computer Science,70
21439,Sameer Desai,9,English,75
21440,Aryan Joshi,9,Computer Science,38
21441,Gaurav Verma,12,History,71
21442,Vivek Rao,11,Math,46
21443,Aditya Gupta,12,English,62
21444,Nisha Menon,11,Computer Science,43
21445,Divya Sharma,12,English,89
21446,Rahul Malhotra,12,Geography,38
21447,Anjali Desai,9,Science,67
21448,Yuvraj Kumar,11,Science,35
21449,Amit Choudhary,10,Computer Science,57
21450,Gaurav Bose,11,English,53
21451,Sneha Gupta,12,Science,64
21452,Priya Joshi,12,Computer Science,78
21453,Manav Kaur,11,Geography,88
21454,Sara Joshi,9,Science,51
21455,Vivek Bhat,12,English,84
21456,Gaurav Agarwal,9,Geography,75
21457,Nikhil Nambiar,10,Math,54
21458,Anjali Sharma,10,English,52
21459,Sara Pillai,12,Computer Science,96
21460,Kabir Reddy,12,History,62
21461,Priya Patel,11,Math,94
21462,Priya Kaur,11,History,83
21463,Rajesh Gupta,9,Geography,35
21464,Dhruv Reddy,11,Math,82
21465,Rohan Rao,10,English,39
21466,Sara Singh,12,Geography,87
21467,Rahul Malhotra,12,Geography,69
21468,Aditya Menon,12,English,45
21469,Vikram Trivedi,10,English,56
21470,Neha Krishnan,9,Math,83
21471,Pallavi Bhat,10,Math,54
21472,Pallavi Shah,10,English,75
21473,Rahul Pillai,12,Science,72
21474,Anjali Reddy,11,English,48
21475,Divya Menon,11,Math,93
21476,Neha Joshi,10,English,41
21477,Rohan Iyer,12,Math,56
21478,Rahul Malhotra,10,English,61
21479,Ishita Singh,11,Geography,89
21480,Kavya Joshi,9,English,55
21481,Priya Desai,12,History,74
21482,Priya Sharma,12,Math,67
21483,Aditya Chauhan,11,Computer Science,36
21484,Dhruv Iyer,10,Geography,67
21485,Kabir Trivedi,12,Geography,70
21486,Manav Bhat,12,Math,90
21487,Ishita Kumar,11,Geography,70
21488,Nisha Trivedi,10,Computer Science,64
21489,Meera Sharma,11,English,43
21490,Vivek Agarwal,11,Geography,49
21491,Rohan Desai,12,History,63
21492,Gaurav Pillai,12,Math,38
21493,Vivek Malhotra,9,Computer Science,97
21494,Vivek Shah,11,Geography,39
21495,Aryan Desai,10,Computer Science,83
21496,Kavya Mehta,10,Computer Science,77
21497,Priya Bose,12,History,89
21498,Pallavi Chauhan,10,Computer Science,87
21499,Neha Krishnan,9,Science,37
21500,Rajesh Bhat,11,Computer Science,42
21501,Vivek Gupta,11,Science,70
21502,Meera Mehta,10,Geography,57
21503,Neha Desai,9,English,72
21504,Rohan Iyer,10,English,100
21505,Anjali Pillai,9,History,76
21506,Dhruv Trivedi,9,Science,68
21507,Yash Choudhary,11,Science,42
21508,Gaurav Chauhan,9,English,49
21509,Rajesh Saxena,11,English,41
21510,Manav Krishnan,9,Math,78
21511,Arjun Malhotra,11,Math,75
21512,Ananya Bose,10,English,67
21513,Vikram Rao,12,Science,92
21514,Rohan Shah,10,Science,80
21515,Simran Joshi,12,English,70
21516,Tanya Chauhan,9,History,60
21517,Tanya Thakur,11,Computer Science,85
21518,Sara Shah,10,Science,72
21519,Rahul Kapoor,9,Science,87
21520,Simran Choudhary,10,Computer Science,89
21521,Meera Mehta,9,Science,49
21522,Riya Gupta,9,Geography,98
21523,Aditi Pillai,10,English,45
21524,Riya Menon,11,English,47
21525,Sneha Mehta,12,Computer Science,68
21526,Shreya Bose,12,English,70
21527,Anjali Menon,12,Computer Science,40
21528,Pallavi Malhotra,11,Geography,83
21529,Pooja Joshi,11,Geography,41
21530,Karan Kaur,9,Computer Science,99
21531,Rahul Kapoor,10,English,40
21532,Arjun Gupta,10,English,71
21533,Ananya Menon,9,English,98
21534,Vivek Singh,9,Geography,35
21535,Gaurav Rao,12,Math,92
21536,Meera Kulkarni,9,Science,100
21537,Meera Thakur,9,Science,66
21538,Ananya Kapoor,9,Geography,49
21539,Arjun Saxena,9,English,100
21540,Rajesh Desai,12,History,61
21541,Divya Kaur,12,Computer Science,98
21542,Sneha Nambiar,11,Geography,78
21543,Kabir Malhotra,10,Math,35
21544,Aarohi Nambiar,9,Geography,73
21545,Rahul Desai,12,English,61
21546,Manav Thakur,12,History,54
21547,Kavya Krishnan,11,English,84
21548,Simran Bose,11,Science,61
21549,Simran Kapoor,10,Computer Science,77
21550,Neha Verma,9,English,92
21551,Gaurav Desai,12,History,35
21552,Rohan Bhat,11,English,53
21553,Gaurav Bose,9,Math,51
21554,Tanya Trivedi,12,Math,72
21555,Sneha Kulkarni,10,English,35
21556,Tanya Kaur,11,Geography,81
21557,Vikram Mehta,9,English,81
21558,Gaurav Reddy,12,Computer Science,52
21559,Vivek Kapoor,11,Math,81
21560,Sanya Pillai,12,Computer Science,62
21561,Devansh Choudhary,9,History,56
21562,Aryan Menon,10,History,80
21563,Amit Bose,10,English,67
21564,Tanya Krishnan,10,Geography,41
21565,Simran Pillai,11,English,58
21566,Arjun Verma,11,Math,74
21567,Simran Nambiar,11,Computer Science,94
21568,Aarohi Verma,11,Computer Science,47
21569,Divya Thakur,9,Computer Science,97
21570,Sameer Krishnan,11,Geography,76
21571,Kavya Kulkarni,12,History,51
21572,Divya Bose,10,Geography,95
21573,Arjun Malhotra,11,English,67
21574,Ishita Sharma,11,Geography,96
21575,Shreya Malhotra,10,English,97
21576,Vivek Verma,12,Math,48
21577,Kavya Chauhan,11,English,46
21578,Kavya Saxena,9,Computer Science,52
21579,Pallavi Krishnan,9,Science,38
21580,Aryan Choudhary,12,Science,38
21581,Pallavi Patel,12,Science,79
21582,Rahul Kaur,11,History,81
21583,Rohan Mehta,11,Geography,96
21584,Tanya Thakur,10,Math,41
21585,Yuvraj Krishnan,12,English,84
21586,Dhruv Malhotra,10,History,85
21587,Meera Kumar,12,History,37
21588,Yuvraj Agarwal,11,Science,42
21589,Ananya Kulkarni,10,Computer Science,79
21590,Anjali Chauhan,11,Science,64
21591,Rajesh Joshi,9,History,71
21592,Shreya Saxena,12,Geography,74
21593,Neha Sharma,11,Math,49
21594,Rajesh Shah,12,History,49
21595,Nisha Rao,9,Math,64
21596,Pooja Reddy,9,English,67
21597,Pallavi Nair,10,History,50
21598,Vikram Saxena,12,History,97
21599,Tanya Pillai,12,Science,44
21600,Nisha Sharma,10,English,47
21601,Priya Kapoor,9,Science,94
21602,Ananya Menon,10,English,79
21603,Shreya Kapoor,10,Science,99
21604,Nikhil Bhat,12,Math,95
21605,Amit Gupta,9,Science,69
21606,Sara Desai,9,Science,39
21607,Nikhil Krishnan,9,Computer Science,78
21608,Kabir Kumar,10,Geography,61
21609,Dhruv Choudhary,12,English,58
21610,Rohan Kumar,10,English,83
21611,Divya Saxena,11,Math,75
21612,Vikram Menon,10,History,77
21613,Yash Mehta,9,History,97
21614,Divya Chauhan,11,Geography,64
21615,Yash Reddy,10,English,41
21616,Riya Mehta,9,Math,49
21617,Nikhil Chauhan,9,Science,99
21618,Vikram Nair,11,Geography,80
21619,Yash Nair,11,Math,69
21620,Siddharth Verma,11,Science,89
21621,Ananya Rao,11,History,46
21622,Riya Kaur,9,Geography,40
21623,Tanya Kaur,11,Computer Science,93
21624,Gaurav Patel,10,English,64
21625,Siddharth Shah,12,History,89
21626,Nikhil Shah,11,English,54
21627,Nisha Malhotra,10,Science,55
21628,Ishita Shah,11,Math,58
21629,Divya Thakur,9,Science,68
21630,Yuvraj Choudhary,10,Math,77
21631,Nisha Kapoor,11,Math,89
21632,Yuvraj Chauhan,9,Geography,84
21633,Yash Agarwal,12,English,90
21634,Yuvraj Gupta,10,English,55
21635,Siddharth Chauhan,11,History,47
21636,Ishita Mehta,10,Science,97
21637,Aditi Mehta,9,Geography,52
21638,Nisha Bose,11,History,65
21639,Amit Krishnan,10,Geography,64
21640,Devansh Patel,9,Math,57
21641,Ishita Kapoor,9,Geography,89
21642,Neha Thakur,9,Science,50
21643,Aditi Gupta,10,Computer Science,98
21644,Vikram Bose,9,Geography,53
21645,Rahul Kaur,11,Science,59
21646,Dhruv Saxena,12,English,63
21647,Sneha Kulkarni,11,History,67
21648,Siddharth Singh,9,English,53
21649,Arjun Reddy,12,English,67
21650,Riya Thakur,11,Computer Science,36
21651,Dhruv Krishnan,11,Science,44
21652,Neha Chauhan,12,Geography,64
21653,Rahul Shah,11,History,80
21654,Ishita Trivedi,11,History,82
21655,Sara Desai,12,English,52
21656,Rajesh Agarwal,12,History,44
21657,Aditi Kaur,12,Computer Science,64
21658,Aditi Rao,12,Computer Science,56
21659,Priya Bhat,10,History,79
21660,Siddharth Choudhary,11,Science,55
21661,Vikram Kumar,9,Math,87
21662,Riya Kulkarni,11,Computer Science,64
21663,Devansh Iyer,11,History,72
21664,Gaurav Singh,11,English,74
21665,Vikram Rao,12,Computer Science,82
21666,Vivek Kapoor,12,Computer Science,90
21667,Gaurav Chauhan,12,Geography,85
21668,Rahul Bhat,12,Math,61
21669,Manav Joshi,10,History,89
21670,Ananya Nambiar,10,Math,94
21671,Neha Shah,12,History,51
21672,Siddharth Krishnan,9,Computer Science,89
21673,Yuvraj Menon,11,Math,89
21674,Devansh Shah,10,Math,80
21675,Gaurav Mehta,11,History,60
21676,Priya Verma,10,Math,80
21677,Pallavi Reddy,9,History,37
21678,Manav Rao,11,Computer Science,38
21679,Siddharth Gupta,9,Geography,61
21680,Sara Agarwal,12,Math,72
21681,Rahul Rao,9,Geography,52
21682,Ishita Sharma,10,Geography,66
